stt,post_id,caption,topic,reason
2104,6.93E+18,Quay L?i L?i Yêu ra m?t t?i mai 28-02 vào lúc 20h28p trên kênh youtube c?a Ngô Ki?n Huy #quaylailaiyeu #ngokienhuy #ngokienhuyxvuonganhtu,music_dance,ra m?t MV
2105,6.92E+18,"#72phepthanthong everywhere, c? nhà nh?y cùng Huy nha",music_dance,nh?y theo nh?c
2106,6.92E+18,Tham gia ngay challenge #72phepthanthong cu?ng Ngo? Kie??n Huy ?e?? nha??n qua? na?o ca? nha? o?i ????,music_dance,challenge nh?y
2107,6.92E+18,Huy h??ng d?n ?i?u nh?y #72phepthanthong hay còn g?i là ?i?u nh?y Ng? Không. R?t ??n gi?n dù r?ng Huy l?c mông ch?a d?o l?m hehe @biendaohuynhmen,music_dance,h??ng d?n nh?y
2108,6.92E+18,Cu?ng luye??n #72phepthanthong cu?ng Huy nhe? !! có nh?n ra nh?ng ai trong clip không,music_dance,luy?n t?p nh?y
2109,6.92E+18,H?n c? nhà t?i mai 19h30 mv 72 Phép Th?n Thông lên sóng #72phepthanthong,music_dance,l?ch chi?u MV
2110,6.92E+18,Ti?nh co?? ru? ?u?o??c loa?t hot tiktoker luye??n #72phepthanthong #ngokienhuy,music_dance,trend TikTok
2111,6.89E+18,TikTok LIVE x Làn Sóng Xanh Party 2020 tonight,music_dance,s? ki?n âm nh?c
2112,6.88E+18,"Ngô Ki?n Huy dance Ch?ng th? gi? l?y, Ch?ng ?ành buông tay #changthegiulaychangdanhbuongtay #quangdangchoreo",music_dance,dance cover
2113,7.14E+18,Cho m?t ngày th? hai ??y n?ng ??ng #muonkhoedepthiphaitapthethao #NgoKienHuy,sports_fitness,t?p luy?n
2114,6.92E+18,MV 72 Phép Th?n Thông - Ngô Ki?n Huy ft Yuno Bigboi x Masew ra m?t 19:30 ngày 15-01-2021 #72phepthanthong #ngokienhuy #ngokienhuyftyunobigboi,music_dance,ra m?t MV
2115,7.04E+18,Sáng tác ??u tay:  Ngô Ki?n Huy Là Tôi (13 n?m r?i)!! Tôi luôn luôn là tôi NKH không bao gi? bu?n #ngokienhuylatoi,music_dance,sáng tác nh?c
2116,6.82E+18,#duet cùng @phuocthinh.noo #funnybangs,entertainment_humor,duet vui
2117,6.82E+18,Z? này có z? thú z?  #onhavanvui #kyuctrongtoi,entertainment_humor,n?i dung vui
2118,6.81E+18,? thì anh bi?t ch?ng m?t ai có th? ? bên ??i mãi. C?ng ch?ng có ai có th? yêu 1 tình yêu không nh?t phai. #l?ic?aanh #loicuaanh #ngokienhuy,music_dance,l?i bài hát
2119,6.82E+18,Tr?i B?p hãy cùng Huy tham gia Th? Thách Cover ?i?u Nh?y ?ánh Th?c L?c Quan và NH?N NGAY 200 PH?N QUÀ C?C CH?T nhé!,music_dance,challenge cover
2120,6.82E+18,#gamedietvirus di?t noáaaaaaaaa. !!!!!!,entertainment_humor,game vui
2121,6.82E+18,Khi b?n và ??ng b?n r?nh thì làm gì :)) @dieunhiofficial  @stsonthach #dance,music_dance,nh?y nhóm
2122,6.81E+18,"Chia bu?n v?i nh?ng b?n sinh nh?t vào tháng 3, tháng 4 ... ??????",entertainment_humor,tình hu?ng vui
2123,6.80E+18,#l?ic?aanh #loicuaanh #ngokienhuy,music_dance,hashtag bài hát
2124,6.82E+18,,other,không n?i dung
2125,6.80E+18,#l?ic?aanh #loicuaanh #ngokienhuy,music_dance,hashtag bài hát
2126,6.77E+18,"Wow wow, Huy r?t t? hào công b? danh sách thí sinh c?a vòng chung k?t #TikTokAllStar ?ông Nam Á! Và ?ây là danh sách ALL-STAR TEAM c?a Vi?t Nam!",news_commentary,công b? s? ki?n
2127,6.75E+18,Ch?i Halloween không c?n hoá trang #halloween2019,lifestyle_daily,sinh ho?t l?
2128,6.81E+18,"Sau 2 ngày ra m?t L?i c?a anh ?ã top 7 trending youtube, c?m ?n c? nhà ?ã ?ng h? #l?ic?aanh #loicuaanh #ngokienhuy",music_dance,thành tích MV
2129,6.73E+18,Em gì ?i em n?i nào cho anh bi?t tên #truyenthaiy #ngokienhuy,music_dance,l?i bài hát
2130,6.76E+18,,other,không n?i dung
2131,6.73E+18,H??ng d?n các b?n nh?y ?o?n drop 2 c?a Truy?n Thái Y nè #truyenthaiy #ngokienhuy,music_dance,h??ng d?n nh?y
2132,6.73E+18,Chào c? nhà ?ây là tài kho?n chính c?a Huy trên Tiktok #ngokienhuy #tiktok,lifestyle_daily,gi?i thi?u tài kho?n
2133,6.73E+18,Truy?n thái y ?i truy?n thái y ?i #truyenthaiy #ngokienhuy,music_dance,trend nh?c
2134,6.73E+18,Hãy cùng Huy b?o v? ??i d??ng b?ng hành ??ng thi?t th?c #saveouroceans #ngokienhuy,news_commentary,kêu g?i xã h?i
2135,6.73E+18,Cùng nghe ca khúc m?i Truy?n Thái Y c?a Huy nhé #truyenthaiy #ngokienhuy #tiktokvn,music_dance,gi?i thi?u bài hát
2136,6.73E+18,?i?u nh?y c??ng thi th? ?en #truyenthaiy #ngokienhuy,music_dance,?i?u nh?y
2137,6.81E+18,Khi nhà tr??ng m?i thông báo ngh? d?ch và cái k?t sau ?ó ??????,entertainment_humor,tình hu?ng hài
2138,6.89E+18,#Lansongxanhparty #Lansongxanh2020 #Truyenthaiy,music_dance,s? ki?n âm nh?c
2139,6.73E+18,Truy?n thái y ?i Truy?n thái y #truyenthaiy #ngokienhuy,music_dance,trend nh?c
2140,6.73E+18,T?ng ti?ng âm thanhkia làm anh ??o ?iên #ngokienhuy #truyenthaiy,music_dance,l?i bài hát
2141,6.86E+18,Truy?n ngay 1 li?u thính t? shipper B?p nào...! #truyenthaiy #thathinh #bienhinh#NgoKienHuy #Now #shipper,entertainment_humor,tình hu?ng vui
2142,6.92E+18,"M?i ng??i ?ã xem mv 72 Phép Th?n Thông mà Huy m?i ra m?t ch?a, ?ang #6 trending rôi, cùng xem và share r?ng rãi #72phepthanthong nhé",music_dance,trending MV
2143,7.58E+18,V?y là tròn 1 tu?n t? ngày gi?i FENTCO Pickleball Tournament powered by  VinFast ???c di?n ra. Cùng nhau nhìn l?i nh?ng k? ni?m th?t ??p này nhé! #VinFast #fabonguyen #fabo #vf9throughmyeyes,sports_fitness,gi?i ??u th? thao
2144,7.57E+18,"12 ti?ng, 1 b?a ti?c siêu sale. Sinh nh?t n?m nay ch?i l?n nha ???? #FaboNguyen #BirthdayLive",business_marketing,siêu sale
2145,7.57E+18,"Mình ?ã tìm ???c n?i s?ng ?úng ngh?a xanh, thông minh và nhân v?n r?i! #vinhomesgreenparadise #CanGio #ESG++",travel_tourism,??a ?i?m s?ng
2146,7.56E+18,Khi Fabo c?a hi?n t?i g?p Fabo c?a 2 n?m tr??c! #fabonguyen #fabo #vf9throughmyeyes,lifestyle_daily,kho?nh kh?c cá nhân
2147,7.56E+18,Cùng VinFast và Fabo ti?p t?c lan t?a l?i s?ng xanh trong nh?ng s? ki?n ti?p theo nhé! #VinFast #ThuXangDoiDien ,business_marketing,qu?ng bá th??ng hi?u
2148,7.56E+18,,other,không n?i dung
2149,7.56E+18,Alo VinFast ?? #VinFast #VF9 #VF9ThroughMyEyes ,business_marketing,th??ng hi?u VinFast
2150,7.55E+18,?? V?a tr?i qua ngày bóng ?á ???ng ph? ? Nha Trang mà tim còn ??p thình th?ch! ... #TigerBeer #TigerStreetFootball #DanhThucBanLinh ,sports_fitness,bóng ?á
2151,7.55E+18,"?? V?a tr?i qua ngày bóng ?á ???ng ph? ? Nha Trang mà tim còn ??p thình th?ch! C?m giác ?á bóng gi?a ph? bi?n, máu l?a ?úng ki?u Tiger Street Football luôn ?ó! #TigerBeer #TigerStreetFootball #DanhThucBanLinh",sports_fitness,bóng ?á ???ng ph?
2152,7.55E+18,"C? nhà ?i, Fabo ?ã có m?t t?i s? ki?n tr?i nghi?m VinFast VF9 r?i ?ây! #VinFast #VF9 #VF9ThroughMyEyes",business_marketing,tr?i nghi?m xe
2153,7.55E+18,"M?t ngày làm vi?c cùng ekip, m?i th? v?n luôn vui nh? v?y ?ó ?? #fabonguyen",lifestyle_daily,h?u tr??ng
2154,7.55E+18,Cu?i tu?n nh? nhàng v?i m?t bu?i cà phê cùng anh em ?? #fabonguyen,lifestyle_daily,sinh ho?t th??ng ngày
2155,7.54E+18,L?n ??u tiên th? b? môn pickleball mà ghi?n luôn r?i ?? #pickleball #fabonguyen,sports_fitness,th? thao m?i
2156,7.54E+18,"Chúc m?ng sinh nh?t b?n thân, thêm tu?i m?i thêm nhi?u n?ng l??ng tích c?c ?? #Birthday #fabonguyen",lifestyle_daily,sinh nh?t
2157,7.54E+18,Ch?y deadline nh?ng v?n ph?i gi? tinh th?n l?c quan ?? #fabonguyen,lifestyle_daily,công vi?c
2158,7.54E+18,Cùng nhìn l?i nh?ng kho?nh kh?c ?áng nh? t?i gi?i ??u v?a qua nhé! #pickleball #fabonguyen,sports_fitness,k? ni?m gi?i ??u
2159,7.54E+18,Không khí s? ki?n hôm nay th?t s? quá tuy?t v?i ?? #VinFast #VF9,business_marketing,s? ki?n th??ng hi?u
2160,7.53E+18,M?t ngày r?t chill bên gia ?ình ?? #fabonguyen,lifestyle_daily,kho?nh kh?c gia ?ình
2161,7.53E+18,T?p luy?n ??u ??n m?i ngày ?? gi? s?c kho? nào ?? #fitness #fabonguyen,sports_fitness,t?p luy?n
2162,7.53E+18,C? nhà th?y outfit hôm nay ?n không ?? #OOTD #fabonguyen,beauty_fashion,outfit
2163,7.53E+18,H?n g?p m?i ng??i trong livestream t?i nay nha ?? #livestream #fabonguyen,business_marketing,livestream bán hàng
2164,7.52E+18,M?t chút ??ng l?c cho ngày m?i nào! ?? #fabonguyen,lifestyle_daily,tâm tr?ng
2165,7.52E+18,C?m ?n t?t c? m?i ng??i ?ã luôn ?ng h? mình trong su?t th?i gian qua ?? #fabonguyen,lifestyle_daily,tâm s?
2166,7.52E+18,Th? thách nh? cho bu?i sáng n?ng ??ng h?n ?? #workout #fabonguyen,sports_fitness,bài t?p
2167,7.52E+18,Chu?n b? lên ???ng cho chuy?n ?i m?i r?i ?? #travel #fabonguyen,travel_tourism,chuy?n ?i
2168,7.52E+18,Check-in nhanh tr??c gi? bay ?? #airport #fabonguyen,travel_tourism,check-in
2169,7.51E+18,M?i chuy?n ?i là m?t tr?i nghi?m ?áng nh? ?? #travel #fabonguyen,travel_tourism,du l?ch
2170,7.51E+18,V? ??n nhà là th?y bình yên li?n ?? #fabonguyen,lifestyle_daily,??i s?ng
2171,7.51E+18,T?i nay ?n gì cho ngon ta ?? #fabonguyen,lifestyle_daily,sinh ho?t
2172,7.51E+18,?n u?ng ??n gi?n nh?ng ??y ?? n?ng l??ng ?? #fabonguyen #healthy,lifestyle_daily,?n u?ng th??ng ngày
2173,7.50E+18,M?t chút suy ngh? tr??c khi ng? ?? #fabonguyen,lifestyle_daily,tâm s?
2174,7.50E+18,B?t ??u tu?n m?i th?t nhi?u n?ng l??ng nhé m?i ng??i ?? #MondayMotivation,lifestyle_daily,??ng l?c
2175,7.50E+18,C?m giác ???c tr? l?i sân thi ??u th?t s? r?t ?ã ?? #sports #fabonguyen,sports_fitness,thi ??u
2176,7.50E+18,H?n g?p l?i m?i ng??i ? s? ki?n s?p t?i nha ?? #fabonguyen,lifestyle_daily,h?n g?p
2177,7.50E+18,"Chu?n b? cho d? án m?i, mong m?i ng??i ?ng h? ?? #fabonguyen",business_marketing,d? án
2178,7.49E+18,M?t ngày làm vi?c hi?u qu? ?? #fabonguyen,lifestyle_daily,công vi?c
2179,7.49E+18,T? th??ng cho mình m?t bu?i ngh? ng?i ?úng ngh?a ?? #fabonguyen,lifestyle_daily,th? giãn
2180,7.49E+18,"Cu?i ngày, ch? c?n v?y thôi là ?? ?? #fabonguyen",lifestyle_daily,k?t ngày
2181,7.50E+18,"Xem Corbin ""lên ??"" v?i quà siêu h?i t? S?n Linh Thú mùa 7 nè #NuViS?nLinhThúMùa7 #S?nTh???iQuà",entertainment_humor,game/trend
2182,7.50E+18,M?t ngày c?a mình s? nh? th? nào? #Lofcascara #cascara #travocaphe,lifestyle_daily,routine/ngày
2183,7.49E+18,Trên ??i làm gì có ng??i v?a siêu l?m l?i nh?ng l?i siêu d? th??ng? Anh Thành h?i thì em tr? l?i :> #Trendoilamgico #VIB #TaiKhoanSieuLoiSuat,business_marketing,th??ng hi?u/ngân hàng
2184,7.49E+18,"+1 fan ?ích th?c ?ã th? hi?n tình yêu bóng ?á nha Heineken ?i. Cho em may m?n ???c ?i Munich, ??c d?i ???? #Heineken #NangHeinekenMungFanDichThuc #VeChungKetMunich",sports_fitness,bóng ?á
2185,7.49E+18,M? có m?ng thì c?ng ph?i ch?t nha :)) #fabonguyen #fabo,entertainment_humor,tình hu?ng hài
2186,7.49E+18,Em xin nh? cái gi?i nha ???? #VinFast #VinFastVN #VF3 #SangTaoChatRiengDocBanCaTinh,business_marketing,chi?n d?ch VinFast
2187,7.49E+18,Mua xe h?i ch? v?i 26 chill? ?? #VinFastGreen #MinioGreen,business_marketing,bán xe
2188,7.48E+18,???? Bô Kê Mon! #fabonguyen #VinFast #VinFastVN #VF3 #SangTaoChatRiengDocBanCaTinh,business_marketing,qu?ng bá VinFast
2189,7.48E+18,Làm sao ?? có 100 chill ???? #VinFast #VinFastVN #VF3 #SangTaoChatRiengDocBanCaTinh,business_marketing,chi?n d?ch VinFast
2190,7.48E+18,"F1 - F0 - F2 khu v?c Qu?n 2, Trái ??t #fabonguyen #hoangtrox #phingochung",entertainment_humor,meme nói vui
2191,7.48E+18,Kh?n khi?t gì ch?a ng??i ??p? #fabonguyen #fabo #ootd #bandana,beauty_fashion,ph? ki?n/ootd
2192,7.47E+18,"Dù cho t?n th?, ba v?n luôn yêu m? @Nguy?n H?i Vân ?? #fabonguyen #fabo #vantiny",lifestyle_daily,gia ?ình
2193,7.47E+18,Pakistan là ai n?a? #fabonguyen #fabo #vântiny #t?t2025,entertainment_humor,câu nói vui
2194,7.47E+18,T?t c? giày c?a mình trong 1 phút ???? #fabonguyen #fabo #b?s?ut?pgiày #sneakerscollection #t?t #t?t2025,beauty_fashion,sneakers
2195,7.46E+18,Cùng h?n nhau ra r?p xem Paddington: G?u Th? Chu Du T?t 2025 này thôi! #PaddingtonGauThuChuDu #Paddington #GauThuChuDu,entertainment_humor,phim ?nh
2196,7.46E+18,"Tôy ch? mu?n nói, B? S?u T?p Giày 2025 coming soon ????",beauty_fashion,b? s?u t?p giày
2197,7.46E+18,"Filter này hay quá nè, T?t này nhà nào mu?n check vía c??i xinh thì th? nhaa #H?ptáccùngUnilever #PSVietnam #nucuoikhoe#ThangDoNuCuoiKhoe",business_marketing,qu?ng cáo nhãn hàng
2198,7.46E+18,Anh ??n ?ây là? #fabonguyen #fabo #corbinnguyen,entertainment_humor,tình hu?ng vui
2199,7.46E+18,"Ê, êm à nghen #333Beer #333Pilsner #EmCucEm #ViEmKhoiNamNhuY ________________ *?ã u?ng r??u bia - Không lái xe *Ng??i d??i 18 tu?i không ???c u?ng r??u bia",food_drink,bia/?? u?ng
2200,7.46E+18,Ba Bô “lì xì” bí quy?t giúp bé sinh m? kh?e kho?n và n?ng l??ng nh? Corbin nha cô chú ?i! #SimilacTotalProtection4 #ad #BeLanhKhoeCaNhaVui,business_marketing,s?a tr? em
2201,7.45E+18,t?i tui ?ã làm gì ?? b?a ti?c t?i nhà vào d?p giáng sinh n?m nay tr? nên th?t tr?n v?n,food_drink,#BiaTuyet
2202,7.45E+18,xài th? doanh nghi?p ?ã lâu mastercard nay m?i bi?t v? ch??ng trình này hay ghê,business_marketing,#Mastercard
2203,7.45E+18,baby ?i h?i vân anh ship gà rán t?i r?i nè,food_drink,#gà_rán
2204,7.45E+18,l? do mà fabo ch?n toyota yaris cross là vì,tech_gadgets,#Toyota
2205,7.45E+18,cách mà ba bô m? ny giúp corbin luôn kho? dù con sinh m? là ?ây m?i ng??i nh? ghi chú k? k? ?ó nha,food_drink,#Similac
2206,7.44E+18,,other,thi?u d? li?u
2207,7.44E+18,soho checkkkk khu ph? th??ng m?i xu?t hi?n nhi?u ?i?u l?n ??u tiên xu?t hi?n t?i vi?t nam,travel_tourism,#checkin
2208,7.44E+18,gd pro max,entertainment_humor,#trend
2209,7.44E+18,lí do tôy ??n quy nh?n trong 24 ti?ng là ?ây,travel_tourism,#QuyNh?n
2210,7.44E+18,2015 2024 9 n?m ba r??c m? v? làm v? h?i vân,lifestyle_daily,gia ?ình
2211,7.44E+18,thanh niên corbin gi? ?m và cái k?t tiêu chu?n hú h?n,food_drink,#s?a
2212,7.44E+18,b?t g?p chi ra gông phiên b?n g?p 3 t?i e b?t,entertainment_humor,#GDragon
2213,7.44E+18,không ??m ???c,lifestyle_daily,c?m xúc
2214,7.43E+18,nó âu m? mà nó nh?t b?n mà nó hàn qu?c sao á,tech_gadgets,#Bose
2215,7.43E+18,th?n tài d?n l?i,entertainment_humor,hài
2216,7.43E+18,siêu tr?i nghi?m kenverse ??nh th?t còn duy nh?t hôm nay ?ang ch? ??i anh em sài gòn check in nha,food_drink,#Heineken
2217,7.43E+18,???ng b?ng qu?y không chào sân,entertainment_humor,hài
2218,7.43E+18,ông tr?i không ph? lòng ng??i mà,entertainment_humor,#Pokemon
2219,7.43E+18,h?i h?n ?i là h?i h?n,beauty_fashion,#FranckMuller
2220,7.43E+18,em là anh tài còn sót l?i c?a các anh nè các anh ?iiiii mà là tài lanh,entertainment_humor,trend
2221,7.42E+18,nhìn c? kì kì kì này mua h?t adidas trên shopee live,business_marketing,#ShopeeLive
2222,7.42E+18,top nh?ng cách b?t b?p kho gà,entertainment_humor,ch?i ch?
2223,7.42E+18,lên thuy?n thôy c?c dàng ?i,lifestyle_daily,c?p ?ôi
2224,7.42E+18,m?t tr?i nghi?m c?c k? ?áng nh? cùng my family heineken 0 0 t?i gumball 3000,food_drink,#Heineken
2225,7.42E+18,xuyn cám ?n popmart for showin love,entertainment_humor,#Popmart
2226,7.41E+18,weekly rotation c?a toy,beauty_fashion,outfit
2227,7.41E+18,tr? l?i tr?n h?n mn và em gu?c tr?n 14 09 này ba m?t m?t l?i l?mk quà ê h? nha,entertainment_humor,reply
2228,7.41E+18,s?p rai s?p rim pék iuk h?i vân,lifestyle_daily,v? ch?ng
2229,7.41E+18,get ready ?i ch?i v?i dz? qu?n f lazy pants n?m trong gi? hàng,beauty_fashion,outfit
2230,7.40E+18,ch?i l? l? v?y hên xui thôi ch?i theo ki?u t?t tay cho an toàn có nhiêu mua h?t,business_marketing,#trúngquà
2231,7.40E+18,16 gi? 64 r?i lên du thuy?n 16 64 cùng tôy thôi,food_drink,#1664Blanc
2232,7.40E+18,t? nhiên có ng??i ??a cho cái máy,tech_gadgets,thi?t b?
2233,7.40E+18,m?c outfit red bull ?ua xe th?y ch?y m??t h?n,beauty_fashion,outfit
2234,7.39E+18,??i d??ng mênh mông ?i h?i em ? ?ây,lifestyle_daily,tình c?m
2235,7.39E+18,cô chú vui s?ch hè cùng hai ba con nha,food_drink,#Lifebuoy
2236,7.39E+18,v?y là em v?i th?y phí t?n 2 ?i?u ??c,lifestyle_daily,tâm s?
2237,7.38E+18,bay v?i t? hà n?i v? vì ph?i ??a c? nhà ?i l?y vàng ?ây check li?n c? nhà ?i,lifestyle_daily,gia ?ình
2238,7.38E+18,vua trò ch?i vô cùng t?n,entertainment_humor,game
2239,7.38E+18,1 ngày qu?y nhi?t h?t c? t?i húc fest cùng 2 ng??i anh viet max hà hi?n c?a em,entertainment_humor,s? ki?n
2240,7.38E+18,ch?c tui ngán anh vua trò ch?i nh?m m?t th? em coi,entertainment_humor,game
2241,7.38E+18,nóng lòng ch? ??i ?? chiêm ng??ng 2 màn collab ??nh cao c?a red bull,entertainment_humor,s? ki?n
2242,7.38E+18,v?y thì anh xin ch3t vì ng??i anh th??ng h?i vân,lifestyle_daily,tình c?m
2243,7.38E+18,th?y trai ??p vô cùng t?n bao gi? ch?a comment ?i tui ch? cho,entertainment_humor,hài
2244,7.38E+18,1 n?m n?a cùng the smith và nh?ng hành ??ng ? ngh?a c?a h?,lifestyle_daily,chia s?
2245,7.38E+18,cùng bé v?a h?c v?a ch?i game ba m? an tâm,education_howto,giáo d?c
2246,7.37E+18,khi vua trò ch?i ra sân,entertainment_humor,game
2247,7.37E+18,1 2 3 ?ùng,entertainment_humor,trend
2248,7.37E+18,em gi?n ch?i hoài h?i vân khi mà anh ra ???ng,lifestyle_daily,v? ch?ng
2249,7.36E+18,?ang live nh?ng v?n like h?i vân,lifestyle_daily,gia ?ình
2250,7.36E+18,check it outt 1 món quà ??c bi?t ??n t? nhà 1664 blanc ?ây m?i ng??i ?i,food_drink,#1664Blanc
2251,7.36E+18,red bull ti?p n?ng l??ng ??y r?i thì m?nh d?n húc t?i m?c tiêu tr? thành v?v boxing chuyên nghi?p,sports_fitness,boxing
2252,7.36E+18,chuy?n du l?ch 5 ngày t?i nh?t c?a gia ?ình mình h?i vân,travel_tourism,#Nh?tB?n
2253,7.36E+18,là ba m? chu?n thì ph?i ch?n s?a chu?n cho bé giúp bé v?ng vàng,food_drink,s?a
2254,7.36E+18,??a corbin và m? ny ?i ch?i,lifestyle_daily,gia ?ình
2255,7.35E+18,?n sáng ph?m,food_drink,?n sáng
2256,7.35E+18,anh chúc em t?t c?,lifestyle_daily,tâm s?
2257,7.35E+18,giao di?n m?i,tech_gadgets,xe
2258,7.35E+18,d?t d?t h?i vân,entertainment_humor,filter
2259,7.35E+18,10 th? mình không th? nào s?ng thi?u ???c,lifestyle_daily,??i s?ng
2260,7.35E+18,hoàng t? bìn m?nh m? ti?p chiêu ch? cici ?ây,food_drink,#Lifebuoy
2261,7.35E+18,khui món quà ??c bi?t và cùng corbin truy tìm mew ?? trúng c? h?i ?i nh?t b?n nha,entertainment_humor,game
2262,7.34E+18,hôm qua có h?a là mai ?i tìm m?t,lifestyle_daily,c?m xúc
2263,7.34E+18,xin l?i m?i ng??i,lifestyle_daily,tâm s?
2264,7.34E+18,l?n ??u th?y tuy?t mà l? l?m,travel_tourism,#Seoul
2265,7.34E+18,9 n?m 2000 n?m n?a là ??p,lifestyle_daily,tình yêu
2266,7.33E+18,trôn vi?t nam nha trôn vi?t nam,entertainment_humor,hài
2267,7.33E+18,trong bóp nguyên 1 album luôn ch? nói chi 1 t?m,lifestyle_daily,k? ni?m
2268,7.33E+18,và ?ó là 1 n?m c? ?ã qua 1 n?m v?i nhi?u c? h?i,lifestyle_daily,t?ng k?t
2269,7.33E+18,nghe xuân sang thì sao nè không ai nh?y tui nh?y 1 mình,entertainment_humor,nh?y
2270,7.33E+18,c?m giác lúc ?y ra saooo,tech_gadgets,#Vespa
2271,7.33E+18,cùng corbin làm video vui t?t gi?t gi?i t? nhà nutifood,business_marketing,food_drink
2272,7.33E+18,câu chuy?n kinh kh?ng th?ttt,entertainment_humor,k? chuy?n
2273,7.33E+18,flex l?i,entertainment_humor,flex
2274,7.32E+18,motto yolo,lifestyle_daily,tri?t l?
2275,7.32E+18,tóc tai và m?t s? th?t v? da ??u con trai mà có th? b?n ch?a bi?t,education_howto,ch?m sóc tóc
2276,7.32E+18,gi?c m? thành hi?n th?t,lifestyle_daily,c?m xúc
2277,7.32E+18,life adventurer c?a n?m 2023 nhó bi?t ?n và cám ?n,lifestyle_daily,t?ng k?t
2278,7.32E+18,anh c?m th?y mình th?t là giàu có,lifestyle_daily,c?m xúc
2279,7.32E+18,anh ?ang nghe bài này nè,music_dance,nghe nh?c
2280,7.32E+18,simp gia ?ình mình,lifestyle_daily,gia ?ình
2281,7.32E+18,tui giàu tình c?m l?m anh em ?i,lifestyle_daily,tâm s?
2282,7.32E+18,h?n m?i ng??i 8h t?i mai cùng tôi giàu có,entertainment_humor,show
2283,7.32E+18,nh?ng b? outfit này là gu toy thông tin ? cô men,beauty_fashion,outfit
2284,7.32E+18,xem l?i th?y cái vai nh?c nh?c,entertainment_humor,hài
2285,7.32E+18,em tui vui là ???ccc,entertainment_humor,hài
2286,7.32E+18,hên là tui c?ng vô ???c 1 trái không là không xong v?i corbin,entertainment_humor,game
2287,7.31E+18,cám ?n các anh em ngh? s? ?ã support siêu siêu nhi?t tình,entertainment_humor,h?u tr??ng
2288,7.31E+18,nh? h?i con ?i h?c ghê,entertainment_humor,c?m xúc
2289,7.31E+18,t?p 4 ctrl f ?ã quay l?i v?i m?i ng??i r?i ?âyyyy,entertainment_humor,series
2290,7.31E+18,tui ?ã m?t ni?m tin khi ch?i game này r?i,entertainment_humor,game
2291,7.31E+18,k? á n qu?n 1 ma sói phiên b?n ctrl f có gì m?iii,entertainment_humor,ma sói
2292,7.31E+18,t?i sao v?i tui có t ?i tình gì h?,entertainment_humor,hài
2293,7.31E+18,t?i v? tui quá nói sao c?ng ko tin,entertainment_humor,hài
2294,7.31E+18,ma sói trò ch?i th? thách tình b?n,entertainment_humor,game
2295,7.31E+18,team này m?nh m?nh ai n?y nói,entertainment_humor,game
2296,7.31E+18,game này d? d? l?c ??c n?i b?,entertainment_humor,game
2297,7.31E+18,ch?i ma sói thì my l?n hay làm dân làng qua bên game này thì là nhân viên h? ta,entertainment_humor,game
2298,7.31E+18,ch?i game mà kh? quá,entertainment_humor,game
2299,7.31E+18,gì c?ng fabo l?i t?i tui h?t,entertainment_humor,hài
2300,7.31E+18,tui hay g?i ní này là my nh? nghi nó là sá t th? l?m nè,entertainment_humor,ma sói
2301,7.31E+18,Khánh ch?i hay ?n gian l?m nèee ?? #fabonguyen #CtrlFSeries #ctrlf #tiktokgiaitri,entertainment_humor,"hài, series"
2302,7.31E+18,Ai là S.á.t th? - Ctrl+F T?p 3 ??? #fabonguyen #CtrlFSeries #ctrlf #tiktokgiaitri,entertainment_humor,"t?p phim, gi?i trí"
2303,7.31E+18,qu?ng l?m ?? #CtrlFSeries #ctrlf #fabonguyen #tiktokgiaitri,entertainment_humor,"series, bi?u c?m"
2304,7.31E+18,Khoe th?y tui v? Series CTRL+F ?? #CtrlFSeries #ctrlf #fabonguyen #tiktokgiaitri,entertainment_humor,series gi?i trí
2305,7.31E+18,l?p h?c c?m th? tranh c?a Corbin 10XL #CtrlFSeries #ctrlf #fabonguyen #tiktokgiaitri,entertainment_humor,tình hu?ng vui
2306,7.31E+18,T??ng t??ng và Th?c t? ?? #ctrlf #CtrlFSeries #fabonguyen #tiktokgiaitri,entertainment_humor,so sánh hài
2307,7.31E+18,T?p 2 tui lên ch?c Chú r?i nha m?i ng??i ?? #ctrlf #CtrlFSeries #fabonguyen #tiktokgiaitri,lifestyle_daily,gia ?ình
2308,7.31E+18,nhà tiên tri Andy V? ?? #ctrlf #CtrlFSeries #fabonguyen #tiktokgiaitri,entertainment_humor,nickname vui
2309,7.31E+18,Ní dí ác quáaa ???? #CtrlF #CtrlFSeries #fabonguyen #tiktokgiaitri,entertainment_humor,t??ng tác hài
2310,7.31E+18,Cám ?n t?t c? m?i ng??i ?? #CtrlF #CtrlFSeries #fabonguyen #tiktokgiaitri,lifestyle_daily,c?m ?n
